host_id,n_listings,host_name,host_url
34167225,1,Xxxx,https://www.airbnb.com/users/show/34167225
34717270,1,Virginia,https://www.airbnb.com/users/show/34717270
35146752,1,Tommaso,https://www.airbnb.com/users/show/35146752
35331691,1,Sofia,https://www.airbnb.com/users/show/35331691
35355462,1,Claudia,https://www.airbnb.com/users/show/35355462
35416145,2,Simone,https://www.airbnb.com/users/show/35416145
35455665,1,Ilaria,https://www.airbnb.com/users/show/35455665
35488479,1,Emilia,https://www.airbnb.com/users/show/35488479
35626639,2,Marco,https://www.airbnb.com/users/show/35626639
35870597,2,Angelo,https://www.airbnb.com/users/show/35870597
36226278,1,Adriana,https://www.airbnb.com/users/show/36226278
36501275,1,Mimma,https://www.airbnb.com/users/show/36501275
36521998,5,Fernando,https://www.airbnb.com/users/show/36521998
36601332,1,Giulio,https://www.airbnb.com/users/show/36601332
36605908,1,Alessandra,https://www.airbnb.com/users/show/36605908
37139807,1,Maria Angela,https://www.airbnb.com/users/show/37139807
37315487,1,,https://www.airbnb.com/users/show/37315487
37462504,1,Francesco,https://www.airbnb.com/users/show/37462504
37782703,2,Franco,https://www.airbnb.com/users/show/37782703
37822921,1,Valentina,https://www.airbnb.com/users/show/37822921
37916323,1,Roberto,https://www.airbnb.com/users/show/37916323
38350874,10,Giovanni,https://www.airbnb.com/users/show/38350874
38439601,1,Giuseppe,https://www.airbnb.com/users/show/38439601
38594247,1,Luigi,https://www.airbnb.com/users/show/38594247
39116562,2,Luke,https://www.airbnb.com/users/show/39116562
39118160,1,Donato,https://www.airbnb.com/users/show/39118160
39304997,1,Cristina,https://www.airbnb.com/users/show/39304997
39839077,1,Maurilio,https://www.airbnb.com/users/show/39839077
39842868,1,Carlo,https://www.airbnb.com/users/show/39842868
39916134,3,Giovanni,https://www.airbnb.com/users/show/39916134
40245763,1,Giovanni,https://www.airbnb.com/users/show/40245763
40451076,2,Mario,https://www.airbnb.com/users/show/40451076
40840292,1,Danilo,https://www.airbnb.com/users/show/40840292
40918671,3,Maria,https://www.airbnb.com/users/show/40918671
41748148,2,Massimiliano,https://www.airbnb.com/users/show/41748148
41822694,1,Elena,https://www.airbnb.com/users/show/41822694
42285618,1,Elisabetta,https://www.airbnb.com/users/show/42285618
42487893,1,Angelo,https://www.airbnb.com/users/show/42487893
42493172,2,Gabriella,https://www.airbnb.com/users/show/42493172
42497774,2,Alessandra,https://www.airbnb.com/users/show/42497774
42960220,1,Francesca,https://www.airbnb.com/users/show/42960220
43507699,1,Giusi,https://www.airbnb.com/users/show/43507699
43705670,1,Daniela,https://www.airbnb.com/users/show/43705670
44262965,1,Benedetta,https://www.airbnb.com/users/show/44262965
44483193,1,Adriana,https://www.airbnb.com/users/show/44483193
44550726,1,Rosy,https://www.airbnb.com/users/show/44550726
44727422,1,Roberta,https://www.airbnb.com/users/show/44727422
44925193,1,Rita,https://www.airbnb.com/users/show/44925193
45635789,7,Desideria,https://www.airbnb.com/users/show/45635789
45659066,1,Cesare,https://www.airbnb.com/users/show/45659066
46450539,5,Rita,https://www.airbnb.com/users/show/46450539
46495434,5,Alberto,https://www.airbnb.com/users/show/46495434
47402440,1,Vittoria,https://www.airbnb.com/users/show/47402440
47864121,1,Nino,https://www.airbnb.com/users/show/47864121
47892626,1,Arianna,https://www.airbnb.com/users/show/47892626
48317381,1,Heidi,https://www.airbnb.com/users/show/48317381
48329483,3,Cosimo,https://www.airbnb.com/users/show/48329483
48764849,2,Manjit,https://www.airbnb.com/users/show/48764849
49549475,1,Oscar,https://www.airbnb.com/users/show/49549475
49871909,1,Marco,https://www.airbnb.com/users/show/49871909
50208590,1,F. Vincenzo,https://www.airbnb.com/users/show/50208590
50581948,1,Giuseppe,https://www.airbnb.com/users/show/50581948
51902449,1,Giulia,https://www.airbnb.com/users/show/51902449
51932562,1,Luisa,https://www.airbnb.com/users/show/51932562
52623412,1,Elena,https://www.airbnb.com/users/show/52623412
52949362,1,Anna,https://www.airbnb.com/users/show/52949362
52980444,6,Marco,https://www.airbnb.com/users/show/52980444
53423602,1,Maria Rosaria,https://www.airbnb.com/users/show/53423602
53830511,1,~ Buena Onda,https://www.airbnb.com/users/show/53830511
54481308,1,Antonio,https://www.airbnb.com/users/show/54481308
55668636,1,Ilaria,https://www.airbnb.com/users/show/55668636
55918840,1,Fabio,https://www.airbnb.com/users/show/55918840
56004931,1,Mario,https://www.airbnb.com/users/show/56004931
56164833,4,Manuela,https://www.airbnb.com/users/show/56164833
56192198,1,Grazia,https://www.airbnb.com/users/show/56192198
56953053,1,Anna Maria,https://www.airbnb.com/users/show/56953053
56962916,1,Luca,https://www.airbnb.com/users/show/56962916
57167046,1,Anna,https://www.airbnb.com/users/show/57167046
57551310,5,Efrem,https://www.airbnb.com/users/show/57551310
58342889,3,Mattia,https://www.airbnb.com/users/show/58342889
58588378,4,Chiara,https://www.airbnb.com/users/show/58588378
59136176,4,Agata Maria,https://www.airbnb.com/users/show/59136176
59435513,1,Cristina,https://www.airbnb.com/users/show/59435513
59467129,1,Natalia,https://www.airbnb.com/users/show/59467129
59558822,1,Annalisa&Luciano,https://www.airbnb.com/users/show/59558822
60480293,1,Antonio,https://www.airbnb.com/users/show/60480293
60752472,1,Giulio,https://www.airbnb.com/users/show/60752472
61094379,1,Pietro,https://www.airbnb.com/users/show/61094379
62275983,1,Marta,https://www.airbnb.com/users/show/62275983
62371210,1,Giovanna,https://www.airbnb.com/users/show/62371210
62373157,2,Massimo,https://www.airbnb.com/users/show/62373157
62653257,1,Antonio,https://www.airbnb.com/users/show/62653257
63501057,5,Costaionica,https://www.airbnb.com/users/show/63501057
64624664,1,Alice,https://www.airbnb.com/users/show/64624664
64962851,1,Virginie,https://www.airbnb.com/users/show/64962851
65313486,1,Chiara,https://www.airbnb.com/users/show/65313486
65894883,6,Francesco,https://www.airbnb.com/users/show/65894883
66169123,2,Benedetta,https://www.airbnb.com/users/show/66169123
66878641,1,Paolo,https://www.airbnb.com/users/show/66878641
66890432,1,Giuseppe,https://www.airbnb.com/users/show/66890432
66933481,11,Eugenio,https://www.airbnb.com/users/show/66933481
67099396,5,Angela,https://www.airbnb.com/users/show/67099396
67935896,1,Laura,https://www.airbnb.com/users/show/67935896
68353777,5,Flavio E Antonio,https://www.airbnb.com/users/show/68353777
68508721,2,Gregorio,https://www.airbnb.com/users/show/68508721
68984575,4,Federico,https://www.airbnb.com/users/show/68984575
69229013,1,Vitaliano & Sabina,https://www.airbnb.com/users/show/69229013
69953451,1,Enrico,https://www.airbnb.com/users/show/69953451
71597858,1,Lorenza,https://www.airbnb.com/users/show/71597858
71783491,1,Ale,https://www.airbnb.com/users/show/71783491
71948053,1,Valeria,https://www.airbnb.com/users/show/71948053
72647286,2,Daniel,https://www.airbnb.com/users/show/72647286
73285821,1,Valeria,https://www.airbnb.com/users/show/73285821
73408197,4,Camilla,https://www.airbnb.com/users/show/73408197
73496945,1,Matteo E Francesca,https://www.airbnb.com/users/show/73496945
73738072,1,Massimo,https://www.airbnb.com/users/show/73738072
73793118,2,Monika,https://www.airbnb.com/users/show/73793118
74274182,2,Patrizia,https://www.airbnb.com/users/show/74274182
74434672,3,Giovanna,https://www.airbnb.com/users/show/74434672
74769926,1,Fabrizia,https://www.airbnb.com/users/show/74769926
75147506,1,Annaleila,https://www.airbnb.com/users/show/75147506
75523820,1,Alessandro,https://www.airbnb.com/users/show/75523820
75529977,1,Natalina,https://www.airbnb.com/users/show/75529977
75985602,1,Annalisa,https://www.airbnb.com/users/show/75985602
76175237,1,Davide,https://www.airbnb.com/users/show/76175237
76366936,1,Serena,https://www.airbnb.com/users/show/76366936
76525860,1,Elena,https://www.airbnb.com/users/show/76525860
77238933,1,Cesare,https://www.airbnb.com/users/show/77238933
77412073,1,Maria Cristina,https://www.airbnb.com/users/show/77412073
78054308,1,Donatella,https://www.airbnb.com/users/show/78054308
78547634,3,Simone,https://www.airbnb.com/users/show/78547634
79412911,1,Manuel&Rossella,https://www.airbnb.com/users/show/79412911
80834834,1,Paola,https://www.airbnb.com/users/show/80834834
81131550,1,Amelia,https://www.airbnb.com/users/show/81131550
82596438,1,Antonio,https://www.airbnb.com/users/show/82596438
83574434,1,Mino,https://www.airbnb.com/users/show/83574434
83694126,1,Livia,https://www.airbnb.com/users/show/83694126
83704442,1,Loredana,https://www.airbnb.com/users/show/83704442
83733468,1,Stefania,https://www.airbnb.com/users/show/83733468
84017466,3,Maria,https://www.airbnb.com/users/show/84017466
84262794,1,Alessandro,https://www.airbnb.com/users/show/84262794
84615856,1,Ombretta,https://www.airbnb.com/users/show/84615856
85102747,1,Gianluca,https://www.airbnb.com/users/show/85102747
87453175,1,Francesca,https://www.airbnb.com/users/show/87453175
87512984,1,Luigia,https://www.airbnb.com/users/show/87512984
87649752,1,Riccardoerica,https://www.airbnb.com/users/show/87649752
89158366,1,Marina Ines,https://www.airbnb.com/users/show/89158366
89375671,4,Valentina,https://www.airbnb.com/users/show/89375671
89677908,1,Michele,https://www.airbnb.com/users/show/89677908
89792244,1,Daniela,https://www.airbnb.com/users/show/89792244
90002800,3,Matteo,https://www.airbnb.com/users/show/90002800
90251190,1,Massimo,https://www.airbnb.com/users/show/90251190
91300051,1,"Gérard, Roseline",https://www.airbnb.com/users/show/91300051
91428368,1,Simone,https://www.airbnb.com/users/show/91428368
92256903,1,Carlo,https://www.airbnb.com/users/show/92256903
92594605,1,Fabio,https://www.airbnb.com/users/show/92594605
93636679,1,Sergio,https://www.airbnb.com/users/show/93636679
93870505,1,Tania,https://www.airbnb.com/users/show/93870505
93984333,3,Raro,https://www.airbnb.com/users/show/93984333
95179276,5,Simona,https://www.airbnb.com/users/show/95179276
96050477,1,Angelamaria,https://www.airbnb.com/users/show/96050477
96462367,3,Salvio,https://www.airbnb.com/users/show/96462367
96947740,1,Samanta,https://www.airbnb.com/users/show/96947740
96988910,2,Alessandro,https://www.airbnb.com/users/show/96988910
97225016,1,Marta,https://www.airbnb.com/users/show/97225016
97343806,1,Cosimo,https://www.airbnb.com/users/show/97343806
97651809,1,Selene,https://www.airbnb.com/users/show/97651809
98097146,1,Rita,https://www.airbnb.com/users/show/98097146
98506764,1,Andrea Maggiulli Alfieri,https://www.airbnb.com/users/show/98506764
99062411,1,Giacomo,https://www.airbnb.com/users/show/99062411
100340667,3,Marcella,https://www.airbnb.com/users/show/100340667
100681164,1,Bruno Paolo,https://www.airbnb.com/users/show/100681164
101346231,3,Aida,https://www.airbnb.com/users/show/101346231
102199769,1,Ludovica,https://www.airbnb.com/users/show/102199769
103079629,1,Silvia,https://www.airbnb.com/users/show/103079629
103838200,1,Teresa,https://www.airbnb.com/users/show/103838200
104070606,1,Samuele,https://www.airbnb.com/users/show/104070606
104114257,1,Angela,https://www.airbnb.com/users/show/104114257
105131269,3,Fabrizio,https://www.airbnb.com/users/show/105131269
106820901,8,Daniele,https://www.airbnb.com/users/show/106820901
107112845,2,Francesca,https://www.airbnb.com/users/show/107112845
107247539,1,Homerez,https://www.airbnb.com/users/show/107247539
107269632,1,Pancrazio,https://www.airbnb.com/users/show/107269632
107358452,5,Enrico,https://www.airbnb.com/users/show/107358452
108868095,2,Andrea,https://www.airbnb.com/users/show/108868095
109140723,1,Marisa,https://www.airbnb.com/users/show/109140723
111366086,1,Antonella,https://www.airbnb.com/users/show/111366086
112120634,2,Katia,https://www.airbnb.com/users/show/112120634
113263694,1,Veronica,https://www.airbnb.com/users/show/113263694
114558423,1,Andrea,https://www.airbnb.com/users/show/114558423
115836546,4,Elisa,https://www.airbnb.com/users/show/115836546
117740999,43,Francesco,https://www.airbnb.com/users/show/117740999
118221674,1,Sara,https://www.airbnb.com/users/show/118221674
120554942,1,Michele,https://www.airbnb.com/users/show/120554942
121181071,1,Iacopo,https://www.airbnb.com/users/show/121181071
121992469,4,Maria,https://www.airbnb.com/users/show/121992469
122101712,1,Federico,https://www.airbnb.com/users/show/122101712
123822232,2,Patrizia,https://www.airbnb.com/users/show/123822232
123886524,1,Anna Simona,https://www.airbnb.com/users/show/123886524
124524580,3,Francesco,https://www.airbnb.com/users/show/124524580
124532904,1,Daniela,https://www.airbnb.com/users/show/124532904
125101940,1,Anna Luigia,https://www.airbnb.com/users/show/125101940
126111906,1,Luigi Raffaele Giuseppe,https://www.airbnb.com/users/show/126111906
126200923,1,Davide,https://www.airbnb.com/users/show/126200923
126427107,2,Monica,https://www.airbnb.com/users/show/126427107
126488312,1,Giorgia,https://www.airbnb.com/users/show/126488312
127328309,1,Emanuele,https://www.airbnb.com/users/show/127328309
127797532,2,Francesca,https://www.airbnb.com/users/show/127797532
129701016,1,Emanuela,https://www.airbnb.com/users/show/129701016
129719492,1,Marco,https://www.airbnb.com/users/show/129719492
129970579,1,Carmelo,https://www.airbnb.com/users/show/129970579
130635160,1,Georgia,https://www.airbnb.com/users/show/130635160
130723529,1,Giuseppe,https://www.airbnb.com/users/show/130723529
130909043,1,Maria Grazia,https://www.airbnb.com/users/show/130909043
131053645,1,Danilo,https://www.airbnb.com/users/show/131053645
131220722,1,Jutta - Interhome Group,https://www.airbnb.com/users/show/131220722
132357688,9,Giuseppe,https://www.airbnb.com/users/show/132357688
132492983,1,Marco,https://www.airbnb.com/users/show/132492983
133323638,2,Marco,https://www.airbnb.com/users/show/133323638
133492953,1,Paola,https://www.airbnb.com/users/show/133492953
134066769,6,Andrea,https://www.airbnb.com/users/show/134066769
134095149,1,Pasquale,https://www.airbnb.com/users/show/134095149
134660054,1,Federico,https://www.airbnb.com/users/show/134660054
134829338,1,Roberto,https://www.airbnb.com/users/show/134829338
135963259,1,Kenji,https://www.airbnb.com/users/show/135963259
136237598,5,Alessandro,https://www.airbnb.com/users/show/136237598
137230562,1,Carla,https://www.airbnb.com/users/show/137230562
138858142,3,Marcella,https://www.airbnb.com/users/show/138858142
139214113,1,Mariangela,https://www.airbnb.com/users/show/139214113
139371758,4,Fausto,https://www.airbnb.com/users/show/139371758
